id,name,category,cuisine,servings,prep_min,cook_min,total_min,photo_file,photo_keywords,photo_url,ingredients,ingredients_json,kcal,protein_g,fat_g,carbs_g,fiber_g,net_carbs_g,glycemic_index,gi_category,glycemic_load,gl_category,gi_note,diet_tags,instructions,steps_json
DB-0552,Swordfish Steaks with Salsa Verde,Seafood,Italian,4,10,10,20,swordfish-steaks-with-salsa-verde.jpg,"Swordfish Steaks with Salsa Verde, healthy food photography, plated, natural light",,"Swordfish steak — 600 g (21.2 oz)
Fresh parsley — 30 g (1.1 oz)
Capers — 15 g (0.5 oz)
Anchovies, canned — 8 g (0.3 oz)
Garlic — 5 g (0.2 oz)
Lemon (with juice & zest) — 40 g (1.4 oz)
Extra-virgin olive oil — 35 g (1.2 oz)
Dijon mustard — 5 g (0.2 oz)
Arugula — 150 g (5.3 oz)
Salt — 2 g (0.1 oz)","[{""ingredient_id"": ""swordfish"", ""name"": ""Swordfish steak"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""capers"", ""name"": ""Capers"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""anchovies"", ""name"": ""Anchovies, canned"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""lemon"", ""name"": ""Lemon (with juice & zest)"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 35.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 2.0, ""note"": """"}]",282,32.1,15.4,3.4,1.3,2.1,19,low,0.4,low,"Negligible carbohydrate (<5 g net/serving): GI has little practical meaning, glycemic load is what matters.","pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, quick","1. Blend parsley, capers, anchovy, garlic, lemon, most of the oil, Dijon into salsa verde.
2. Brush swordfish with remaining oil; grill 4 minutes per side.
3. Serve over arugula with salsa verde.","[""Blend parsley, capers, anchovy, garlic, lemon, most of the oil, Dijon into salsa verde."", ""Brush swordfish with remaining oil; grill 4 minutes per side."", ""Serve over arugula with salsa verde.""]"
DB-0553,Shrimp Zucchini Boats,Seafood,Italian,4,15,25,40,shrimp-zucchini-boats.jpg,"Shrimp Zucchini Boats, healthy food photography, plated, natural light",,"Zucchini — 800 g (28.2 oz)
Shrimp, peeled — 450 g (15.9 oz)
Garlic — 8 g (0.3 oz)
Marinara sauce, no sugar added — 150 g (5.3 oz)
Mozzarella, part-skim — 80 g (2.8 oz)
Parmesan, grated — 20 g (0.7 oz)
Extra-virgin olive oil — 10 g (0.4 oz)
Fresh basil — 6 g (0.2 oz)","[{""ingredient_id"": ""zucchini"", ""name"": ""Zucchini"", ""grams"": 800.0, ""note"": """"}, {""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 450.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""marinara"", ""name"": ""Marinara sauce, no sugar added"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""mozzarella"", ""name"": ""Mozzarella, part-skim"", ""grams"": 80.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""basil"", ""name"": ""Fresh basil"", ""grams"": 6.0, ""note"": """"}]",244,32.3,9.3,9.6,2.6,6.9,18,low,1.3,low,,"pescatarian, gluten-free, nut-free, low-carb, high-protein","1. Halve zucchini; scoop centers.
2. Sauté chopped shrimp with garlic and zucchini flesh; mix with marinara.
3. Fill boats; top cheeses; bake at 400°F 18 minutes; add basil.","[""Halve zucchini; scoop centers."", ""Sauté chopped shrimp with garlic and zucchini flesh; mix with marinara."", ""Fill boats; top cheeses; bake at 400°F 18 minutes; add basil.""]"
DB-0554,Mackerel with Roasted Beets & Mustard Yogurt,Seafood,Scandinavian,4,10,45,55,mackerel-with-roasted-beets-and-mustard-yogurt.jpg,"Mackerel with Roasted Beets & Mustard Yogurt, healthy food photography, plated, natural light",,"Mackerel fillet — 600 g (21.2 oz)
Beets — 300 g (10.6 oz)
Greek yogurt, plain 2% — 120 g (4.2 oz)
Dijon mustard — 15 g (0.5 oz)
Fresh dill — 8 g (0.3 oz)
Lemon (with juice & zest) — 40 g (1.4 oz)
Extra-virgin olive oil — 15 g (0.5 oz)
Mixed salad greens — 150 g (5.3 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""mackerel"", ""name"": ""Mackerel fillet"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""beet"", ""name"": ""Beets"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""dill"", ""name"": ""Fresh dill"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""lemon"", ""name"": ""Lemon (with juice & zest)"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""mixed_greens"", ""name"": ""Mixed salad greens"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",409,33.8,25.8,11.0,3.3,7.7,47,low,3.6,low,,"pescatarian, gluten-free, nut-free, low-carb, high-protein, omega-3","1. Roast beets wrapped in foil 40 minutes; peel and slice.
2. Broil mackerel with oil and salt 8 minutes.
3. Mix yogurt, Dijon, dill, lemon; serve fish with beets, greens and sauce.","[""Roast beets wrapped in foil 40 minutes; peel and slice."", ""Broil mackerel with oil and salt 8 minutes."", ""Mix yogurt, Dijon, dill, lemon; serve fish with beets, greens and sauce.""]"
DB-0555,"Clams with Garlic, White Wine & Zoodles",Seafood,Italian,4,10,12,22,clams-with-garlic-white-wine-and-zoodles.jpg,"Clams with Garlic, White Wine & Zoodles, healthy food photography, plated, natural light",,"Clams — 1200 g (42.3 oz)
Zucchini noodles (zoodles) — 600 g (21.2 oz)
Garlic — 12 g (0.4 oz)
Dry white wine (cooking) — 120 g (4.2 oz)
Extra-virgin olive oil — 20 g (0.7 oz)
Red pepper flakes — 1 g (0.0 oz)
Fresh parsley — 10 g (0.4 oz)
Lemon (with juice & zest) — 30 g (1.1 oz)","[{""ingredient_id"": ""clams"", ""name"": ""Clams"", ""grams"": 1200.0, ""note"": """"}, {""ingredient_id"": ""zucchini_noodles"", ""name"": ""Zucchini noodles (zoodles)"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""white_wine"", ""name"": ""Dry white wine (cooking)"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""red_pepper_flakes"", ""name"": ""Red pepper flakes"", ""grams"": 1.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""lemon"", ""name"": ""Lemon (with juice & zest)"", ""grams"": 30.0, ""note"": """"}]",361,47.2,8.6,18.2,1.9,16.3,5,low,0.8,low,,"pescatarian, gluten-free, dairy-free, nut-free, high-protein, quick","1. Sauté garlic in oil; add wine and clams; cover 5 minutes until open.
2. Add zoodles; toss 2 minutes.
3. Finish with parsley, lemon, pepper flakes.","[""Sauté garlic in oil; add wine and clams; cover 5 minutes until open."", ""Add zoodles; toss 2 minutes."", ""Finish with parsley, lemon, pepper flakes.""]"
DB-0556,Shrimp Cobb Lettuce Wraps,Seafood,American,4,15,8,23,shrimp-cobb-lettuce-wraps.jpg,"Shrimp Cobb Lettuce Wraps, healthy food photography, plated, natural light",,"Shrimp, peeled — 500 g (17.6 oz)
Egg, large (50 g each) — 100 g (3.5 oz)
Turkey bacon — 60 g (2.1 oz)
Avocado — 120 g (4.2 oz)
Tomato — 150 g (5.3 oz)
Blue cheese, crumbled — 40 g (1.4 oz)
Butter lettuce — 200 g (7.1 oz)
Greek yogurt, plain 2% — 60 g (2.1 oz)
Lemon juice — 10 g (0.4 oz)
Extra-virgin olive oil — 8 g (0.3 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 500.0, ""note"": """"}, {""ingredient_id"": ""egg"", ""name"": ""Egg, large (50 g each)"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""turkey_bacon"", ""name"": ""Turkey bacon"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""tomato"", ""name"": ""Tomato"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""blue_cheese"", ""name"": ""Blue cheese, crumbled"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""butter_lettuce"", ""name"": ""Butter lettuce"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 8.0, ""note"": """"}]",300,36.1,15.1,6.6,3.0,3.6,12,low,0.4,low,"Negligible carbohydrate (<5 g net/serving): GI has little practical meaning, glycemic load is what matters.","gluten-free, nut-free, low-carb, high-protein","1. Sauté shrimp; crisp bacon; boil eggs.
2. Mix yogurt, blue cheese, lemon.
3. Fill lettuce with shrimp, egg, bacon, avocado, tomato; drizzle.","[""Sauté shrimp; crisp bacon; boil eggs."", ""Mix yogurt, blue cheese, lemon."", ""Fill lettuce with shrimp, egg, bacon, avocado, tomato; drizzle.""]"
DB-0557,Salmon Stir-Fry with Ginger & Green Beans,Seafood,Asian,4,10,10,20,salmon-stir-fry-with-ginger-and-green-beans.jpg,"Salmon Stir-Fry with Ginger & Green Beans, healthy food photography, plated, natural light",,"Salmon fillet — 600 g (21.2 oz) [cubed]
Green beans — 400 g (14.1 oz)
Bell pepper — 150 g (5.3 oz)
Fresh ginger — 10 g (0.4 oz)
Garlic — 8 g (0.3 oz)
Tamari (gluten-free soy sauce) — 30 g (1.1 oz)
Rice vinegar, unseasoned — 10 g (0.4 oz)
Toasted sesame oil — 8 g (0.3 oz)
Avocado oil — 12 g (0.4 oz)
Sesame seeds — 6 g (0.2 oz)","[{""ingredient_id"": ""salmon"", ""name"": ""Salmon fillet"", ""grams"": 600.0, ""note"": ""cubed""}, {""ingredient_id"": ""green_beans"", ""name"": ""Green beans"", ""grams"": 400.0, ""note"": """"}, {""ingredient_id"": ""bell_pepper"", ""name"": ""Bell pepper"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""ginger"", ""name"": ""Fresh ginger"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""tamari"", ""name"": ""Tamari (gluten-free soy sauce)"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""rice_vinegar"", ""name"": ""Rice vinegar, unseasoned"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""sesame_oil"", ""name"": ""Toasted sesame oil"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""avocado_oil"", ""name"": ""Avocado oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""sesame_seeds"", ""name"": ""Sesame seeds"", ""grams"": 6.0, ""note"": """"}]",417,33.4,25.6,11.1,3.8,7.3,17,low,1.2,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, omega-3, quick","1. Sear salmon cubes in oil 3 minutes; remove.
2. Stir-fry green beans, pepper, ginger, garlic 4 minutes.
3. Return salmon with tamari, vinegar, sesame oil; top sesame.","[""Sear salmon cubes in oil 3 minutes; remove."", ""Stir-fry green beans, pepper, ginger, garlic 4 minutes."", ""Return salmon with tamari, vinegar, sesame oil; top sesame.""]"
DB-0558,"Fish Curry (Coconut, Kerala-Style)",Seafood,Indian,4,10,20,30,fish-curry-coconut-kerala-style.jpg,"Fish Curry (Coconut, Kerala-Style), healthy food photography, plated, natural light",,"Cod fillet — 600 g (21.2 oz)
Coconut milk, canned light — 400 g (14.1 oz)
Yellow onion — 100 g (3.5 oz)
Garlic — 8 g (0.3 oz)
Fresh ginger — 10 g (0.4 oz)
Ground turmeric — 3 g (0.1 oz)
Curry powder — 8 g (0.3 oz)
Mustard seeds — 3 g (0.1 oz)
Diced tomatoes, canned — 300 g (10.6 oz)
Spinach — 150 g (5.3 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Lime juice — 15 g (0.5 oz)
Fresh cilantro — 8 g (0.3 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""cod"", ""name"": ""Cod fillet"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""coconut_milk_light"", ""name"": ""Coconut milk, canned light"", ""grams"": 400.0, ""note"": """"}, {""ingredient_id"": ""onion"", ""name"": ""Yellow onion"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""ginger"", ""name"": ""Fresh ginger"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""turmeric"", ""name"": ""Ground turmeric"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""curry_powder"", ""name"": ""Curry powder"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""mustard_seed"", ""name"": ""Mustard seeds"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""diced_tomatoes"", ""name"": ""Diced tomatoes, canned"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""spinach"", ""name"": ""Spinach"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",273,30.7,11.0,13.3,3.9,9.4,27,low,2.5,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein","1. Sizzle mustard seeds in oil; add onion, garlic, ginger, spices.
2. Add tomatoes and coconut milk; simmer 8 minutes.
3. Add cod and spinach; cook 6 minutes; finish with lime, cilantro.","[""Sizzle mustard seeds in oil; add onion, garlic, ginger, spices."", ""Add tomatoes and coconut milk; simmer 8 minutes."", ""Add cod and spinach; cook 6 minutes; finish with lime, cilantro.""]"
DB-0559,Grilled Shrimp Skewers with Chimichurri,Seafood,Argentinian,4,15,6,21,grilled-shrimp-skewers-with-chimichurri.jpg,"Grilled Shrimp Skewers with Chimichurri, healthy food photography, plated, natural light",,"Shrimp, peeled — 600 g (21.2 oz)
Fresh parsley — 30 g (1.1 oz)
Fresh cilantro — 10 g (0.4 oz)
Garlic — 8 g (0.3 oz)
Red wine vinegar — 15 g (0.5 oz)
Extra-virgin olive oil — 40 g (1.4 oz)
Dried oregano — 2 g (0.1 oz)
Red pepper flakes — 1 g (0.0 oz)
Zucchini — 300 g (10.6 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""red_wine_vinegar"", ""name"": ""Red wine vinegar"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""oregano"", ""name"": ""Dried oregano"", ""grams"": 2.0, ""note"": """"}, {""ingredient_id"": ""red_pepper_flakes"", ""name"": ""Red pepper flakes"", ""grams"": 1.0, ""note"": """"}, {""ingredient_id"": ""zucchini"", ""name"": ""Zucchini"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",238,31.4,11.1,4.0,1.4,2.7,18,low,0.5,low,"Negligible carbohydrate (<5 g net/serving): GI has little practical meaning, glycemic load is what matters.","pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, quick","1. Skewer shrimp and zucchini chunks; brush with a third of the oil; grill 3 minutes per side.
2. Blend remaining oil, herbs, garlic, vinegar, oregano, pepper flakes.
3. Spoon chimichurri over skewers.","[""Skewer shrimp and zucchini chunks; brush with a third of the oil; grill 3 minutes per side."", ""Blend remaining oil, herbs, garlic, vinegar, oregano, pepper flakes."", ""Spoon chimichurri over skewers.""]"
DB-0560,Tuna Melt Stuffed Peppers,Seafood,American,2,10,15,25,tuna-melt-stuffed-peppers.jpg,"Tuna Melt Stuffed Peppers, healthy food photography, plated, natural light",,"Tuna, canned in water — 170 g (6.0 oz)
Bell pepper — 300 g (10.6 oz) [2 peppers]
Greek yogurt, plain 2% — 40 g (1.4 oz)
Dijon mustard — 8 g (0.3 oz)
Celery — 40 g (1.4 oz)
Cheddar cheese — 40 g (1.4 oz)
Green onions (scallions) — 10 g (0.4 oz)","[{""ingredient_id"": ""tuna_canned"", ""name"": ""Tuna, canned in water"", ""grams"": 170.0, ""note"": """"}, {""ingredient_id"": ""bell_pepper"", ""name"": ""Bell pepper"", ""grams"": 300.0, ""note"": ""2 peppers""}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""celery"", ""name"": ""Celery"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""cheddar"", ""name"": ""Cheddar cheese"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""green_onion"", ""name"": ""Green onions (scallions)"", ""grams"": 10.0, ""note"": """"}]",248,30.6,8.5,11.2,3.7,7.5,14,low,1.1,low,,"pescatarian, gluten-free, nut-free, low-carb, high-protein, quick","1. Halve and seed peppers.
2. Mix tuna, yogurt, Dijon, celery, green onion; fill peppers.
3. Top with cheddar; bake at 400°F 12 minutes.","[""Halve and seed peppers."", ""Mix tuna, yogurt, Dijon, celery, green onion; fill peppers."", ""Top with cheddar; bake at 400°F 12 minutes.""]"
DB-0561,Salmon Kale Caesar Wrap,Seafood,American,2,10,12,22,salmon-kale-caesar-wrap.jpg,"Salmon Kale Caesar Wrap, healthy food photography, plated, natural light",,"Salmon fillet — 250 g (8.8 oz)
Kale — 100 g (3.5 oz)
Parmesan, grated — 20 g (0.7 oz)
Greek yogurt, plain 2% — 50 g (1.8 oz)
Lemon juice — 10 g (0.4 oz)
Dijon mustard — 5 g (0.2 oz)
Low-carb high-fiber tortilla — 84 g (3.0 oz) [2 tortillas]","[{""ingredient_id"": ""salmon"", ""name"": ""Salmon fillet"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""kale"", ""name"": ""Kale"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 50.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""low_carb_tortilla"", ""name"": ""Low-carb high-fiber tortilla"", ""grams"": 84.0, ""note"": ""2 tortillas""}]",454,38.6,23.6,23.1,12.4,10.7,23,low,2.5,low,,"pescatarian, nut-free, low-carb, high-protein, high-fiber, omega-3","1. Roast salmon; flake.
2. Toss chopped kale with yogurt, lemon, Dijon, parmesan.
3. Roll salmon and kale in tortillas.","[""Roast salmon; flake."", ""Toss chopped kale with yogurt, lemon, Dijon, parmesan."", ""Roll salmon and kale in tortillas.""]"
DB-0562,Shrimp Coconut Cauliflower Rice,Seafood,Caribbean,4,10,15,25,shrimp-coconut-cauliflower-rice.jpg,"Shrimp Coconut Cauliflower Rice, healthy food photography, plated, natural light",,"Shrimp, peeled — 600 g (21.2 oz)
Cauliflower rice — 600 g (21.2 oz)
Coconut milk, canned light — 150 g (5.3 oz)
Lime — 40 g (1.4 oz)
Garlic — 8 g (0.3 oz)
Fresh ginger — 6 g (0.2 oz)
Green onions (scallions) — 20 g (0.7 oz)
Fresh cilantro — 8 g (0.3 oz)
Avocado oil — 12 g (0.4 oz)
Jalapeño — 10 g (0.4 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""cauliflower_rice"", ""name"": ""Cauliflower rice"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""coconut_milk_light"", ""name"": ""Coconut milk, canned light"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""lime"", ""name"": ""Lime"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""ginger"", ""name"": ""Fresh ginger"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""green_onion"", ""name"": ""Green onions (scallions)"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""avocado_oil"", ""name"": ""Avocado oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""jalapeno"", ""name"": ""Jalapeño"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",227,33.5,6.5,11.0,3.6,7.4,19,low,1.4,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, quick","1. Sauté cauliflower rice with coconut milk, garlic, ginger 6 minutes.
2. Sauté shrimp with jalapeño in oil 3 minutes.
3. Combine; finish with lime, green onion, cilantro.","[""Sauté cauliflower rice with coconut milk, garlic, ginger 6 minutes."", ""Sauté shrimp with jalapeño in oil 3 minutes."", ""Combine; finish with lime, green onion, cilantro.""]"
DB-0563,Herb-Crusted Halibut with Ratatouille,Seafood,French,4,15,35,50,herb-crusted-halibut-with-ratatouille.jpg,"Herb-Crusted Halibut with Ratatouille, healthy food photography, plated, natural light",,"Halibut fillet — 600 g (21.2 oz)
Eggplant — 250 g (8.8 oz)
Zucchini — 250 g (8.8 oz)
Bell pepper — 150 g (5.3 oz)
Tomato — 250 g (8.8 oz)
Yellow onion — 100 g (3.5 oz)
Garlic — 8 g (0.3 oz)
Extra-virgin olive oil — 25 g (0.9 oz)
Fresh thyme — 3 g (0.1 oz)
Fresh basil — 8 g (0.3 oz)
Almond flour — 20 g (0.7 oz)
Parmesan, grated — 15 g (0.5 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""halibut"", ""name"": ""Halibut fillet"", ""grams"": 600.0, ""note"": """"}, {""ingredient_id"": ""eggplant"", ""name"": ""Eggplant"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""zucchini"", ""name"": ""Zucchini"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""bell_pepper"", ""name"": ""Bell pepper"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""tomato"", ""name"": ""Tomato"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""onion"", ""name"": ""Yellow onion"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""thyme"", ""name"": ""Fresh thyme"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""basil"", ""name"": ""Fresh basil"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""almond_flour"", ""name"": ""Almond flour"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",331,39.8,13.9,14.8,5.2,9.6,16,low,1.5,low,,"pescatarian, gluten-free, low-carb, high-protein","1. Sauté onion, garlic, eggplant, zucchini, pepper in oil 10 minutes; add tomato, thyme; simmer 15 minutes.
2. Press almond flour-parmesan-basil onto halibut; bake at 400°F 12 minutes.
3. Serve fish over ratatouille.","[""Sauté onion, garlic, eggplant, zucchini, pepper in oil 10 minutes; add tomato, thyme; simmer 15 minutes."", ""Press almond flour-parmesan-basil onto halibut; bake at 400°F 12 minutes."", ""Serve fish over ratatouille.""]"
